Name,Style,Brewery,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,ABV,Min IBU,Max IBU,number_of_reviews
Nut Brown Ale,Brown Ale - English,Peak Organic Brewing Company,17,58,4,54,67,8,0,7,60,3,141,3.539062,3.742188,3.488281,3.554688,3.628906,4.7,15.0,25.0,128
Nut Brown Ale,Brown Ale - English,Santa Fe Brewing Company,23,49,10,35,54,4,1,4,45,2,127,3.338542,3.635417,3.302083,3.380208,3.489583,5.2,15.0,25.0,96
Nut Brown AleSamuel Smith Old Brewery (Tadcaster),Brown Ale - English,Samuel Smith Old Brewery (Tadcaster),11,55,5,25,77,18,0,40,42,2,136,3.92437,4.124905,3.995034,4.097403,4.152788,5.0,15.0,25.0,1309
Nutcracker Winter Warmer Ale,Winter Warmer,Boulevard Brewing Co.,14,31,23,71,65,43,0,56,92,52,93,3.711149,3.831081,3.724662,3.802365,3.837838,7.8,35.0,50.0,296
Nutty Black,Mild Ale - English Dark,Daniel Thwaites Brewery PLC,7,42,6,17,40,9,0,7,20,2,50,3.214286,3.714286,3.357143,3.428571,3.571429,3.3,20.0,30.0,7
O'Doul's,Low Alcohol Beer,Anheuser-Busch,22,26,24,20,12,8,3,1,41,6,62,2.241007,2.489209,2.348921,2.28777,2.528777,0.5,10.0,20.0,139
O'Doul's Amber,Low Alcohol Beer,Anheuser-Busch,15,32,34,33,57,17,3,14,57,4,94,2.313725,2.941176,2.372549,2.338235,2.441176,0.5,10.0,20.0,102
O'Hara's Irish Red,Red Ale - Irish,Carlow Brewing Company,15,40,5,50,48,15,2,18,68,2,99,3.505952,3.830357,3.5,3.511905,3.684524,4.3,20.0,30.0,168
O'Hara's Irish Stout,Stout - Irish Dry,Carlow Brewing Company,21,73,6,76,39,8,0,9,43,6,115,3.773148,4.106481,3.783565,3.873843,3.993056,4.3,30.0,40.0,432
O'Hara's Leann Folláin,Stout - Irish Dry,Carlow Brewing Company,27,108,11,94,71,9,0,4,65,28,144,3.96875,3.9375,3.71875,4.03125,3.875,6.0,30.0,40.0,16
O'Reilly's Irish Stout,Stout - Irish Dry,Sly Fox Brewing Company,23,92,2,56,30,2,0,0,31,7,63,3.591398,4.252688,3.833333,3.758065,3.967742,3.6,30.0,40.0,93
O.K. BeerBrowar Okocim S.A. (Carlsberg),Lager - European Pale,Browar Okocim S.A. (Carlsberg),21,20,8,37,36,10,4,8,62,9,72,3.266272,3.45858,3.502959,3.514793,3.727811,5.6,18.0,25.0,169
O.V.L. Stout,Stout - Irish Dry,Russian River Brewing Company,16,77,2,44,29,8,0,1,22,3,84,3.787037,4.305556,3.787037,3.898148,3.953704,4.4,30.0,40.0,54
Oak Aged Yeti Imperial Stout,Stout - American Imperial,Great Divide Brewing Company,16,85,30,43,72,10,0,17,19,18,105,4.21785,4.452916,4.261771,4.284259,4.083626,9.5,50.0,80.0,1423
Oaktoberfest,Lager - Märzen / Oktoberfest,Firestone Walker Brewing Co.,19,39,5,39,52,23,1,26,64,26,95,3.695652,3.956522,3.913043,3.934783,4.086957,5.0,18.0,25.0,23
Oatis,Stout - Oatmeal,Ninkasi Brewing Company,12,96,10,67,61,10,0,18,38,15,142,3.880282,3.975352,3.757042,3.947183,3.957746,7.0,20.0,40.0,142
Oatmeal Milk Stout,Stout - Sweet / Milk,River Horse Brewing Co.,3,115,10,34,73,9,0,15,16,6,117,3.865385,3.961538,3.846154,4.038462,3.980769,6.7,15.0,25.0,26
Oatmeal Porter,Porter - American,Highland Brewing,15,62,4,35,28,7,0,5,22,6,93,3.757796,3.909563,3.872141,3.881497,3.969854,5.8,20.0,40.0,481
Oatmeal Raisin Cookie Brown Ale,Brown Ale - English,Cigar City Brewing,6,66,12,19,133,18,3,60,17,72,162,4.014706,3.970588,3.790441,4.125,3.974265,5.5,15.0,25.0,136
Oatmeal Stout,Stout - Oatmeal,Breckenridge Brewery,18,102,6,75,56,6,1,7,39,9,151,3.663953,3.931395,3.601163,3.669767,3.732558,4.95,20.0,40.0,430
Oatmeal Stout,Stout - Oatmeal,Founders Brewing Company,9,103,6,39,50,7,1,3,26,5,130,3.722222,4.402778,4.180556,3.972222,4.083333,4.5,20.0,40.0,36
Oatmeal Stout,Stout - Oatmeal,Goose Island Beer Co.,13,108,7,67,68,2,1,8,19,6,132,3.814433,3.847423,3.684536,3.845361,3.906186,5.4,20.0,40.0,485
Oatmeal Stout,Stout - Oatmeal,Summit Brewing Company,8,93,1,44,29,0,0,0,24,6,100,3.828947,4.342105,4.203947,4.065789,4.230263,4.7,20.0,40.0,76
Oatmeal StoutSamuel Smith Old Brewery (Tadcaster),Stout - Oatmeal,Samuel Smith Old Brewery (Tadcaster),8,95,8,50,90,12,0,32,42,14,123,4.018272,4.250864,4.200247,4.266667,4.240741,5.0,20.0,40.0,2025
Obolon Kwas Chlebowy,Kvass,Obolon Brewery,7,21,2,14,47,12,0,18,3,3,72,3.357143,3.071429,2.642857,3.071429,3.285714,1.5,0.0,0.0,7
Obolon Oksamytove (Deep Velvet),Lager - European Dark,Obolon Brewery,18,56,8,22,97,26,0,46,25,3,89,3.434211,3.710526,3.328947,3.434211,3.434211,5.3,15.0,40.0,38
Obovoid,Stout - Oatmeal,Boulder Beer / Wilderness Pub,7,97,21,41,84,14,0,18,24,23,119,4.333333,4.166667,4.0,4.5,4.333333,8.0,20.0,40.0,3
Obsidian Stout,Stout - American,Deschutes Brewery,9,72,23,95,72,12,0,13,67,6,132,4.077964,4.304768,4.121134,4.266753,4.25,6.4,35.0,60.0,776
Ochakovskiy Kvass,Kvass,Ochakovo,5,49,15,28,92,23,0,34,9,7,92,2.961538,3.307692,2.723077,2.676923,2.661538,2.0,0.0,0.0,65
Octoberfest Beer,Lager - Märzen / Oktoberfest,Harpoon Brewery,17,60,4,60,59,20,0,24,76,19,115,3.75,4.25,3.75,3.75,4.25,5.3,18.0,25.0,2
Odell Isolation Ale,Winter Warmer,Odell Brewing Company,12,29,20,26,49,11,0,13,47,30,85,3.715847,3.948087,3.814208,3.827869,3.95082,6.0,35.0,50.0,183
Oerbier,Strong Ale - Belgian Dark,Brouwerij De Dolle Brouwers,12,36,47,16,114,47,0,88,21,24,58,4.126884,4.134422,4.075377,4.168342,4.036432,9.0,25.0,50.0,398
Oesterstout,Stout - Foreign / Export,Scheldebrouwerij,19,86,21,45,64,22,12,25,29,7,90,3.456522,3.869565,3.630435,3.695652,3.565217,8.5,30.0,70.0,23
Ohio City Oatmeal Stout,Stout - Oatmeal,Great Lakes Brewing Company,14,82,2,40,40,3,0,3,24,3,134,3.916667,4.125,3.895833,3.875,4.020833,5.4,20.0,40.0,24
Okocim MocneBrowar Okocim S.A. (Carlsberg),Lager - European Strong,Browar Okocim S.A. (Carlsberg),14,35,44,23,59,15,1,18,25,1,78,2.880435,3.26087,2.956522,2.918478,3.032609,7.5,15.0,40.0,92
Okto Festival Ale,Altbier,Widmer Brothers Brewing Company,28,40,3,40,58,29,0,36,54,8,97,3.322581,3.637097,3.366935,3.354839,3.475806,5.3,25.0,50.0,124
Oktober Fest,Lager - Märzen / Oktoberfest,Stoudts Brewing Co.,15,37,9,37,50,25,0,25,69,3,83,3.488479,3.711982,3.631336,3.624424,3.794931,5.0,18.0,25.0,217
OktoberFish,Lager - Märzen / Oktoberfest,Flying Fish Brewing Company,8,23,7,15,42,21,0,18,28,2,68,3.5,3.600877,3.535088,3.557018,3.701754,6.0,18.0,25.0,114
Oktoberfest,Lager - Märzen / Oktoberfest,Blue Point Brewing Company,15,40,2,34,53,9,0,20,46,12,73,3.524038,3.721154,3.581731,3.620192,3.8125,5.5,18.0,25.0,104
Oktoberfest,Lager - Märzen / Oktoberfest,Capital Brewery,13,36,5,35,67,18,4,23,44,17,123,3.590164,3.72541,3.663934,3.618852,3.786885,5.5,18.0,25.0,122
Oktoberfest,Lager - Märzen / Oktoberfest,Great Lakes Brewing Company,16,36,16,41,63,13,3,20,49,24,129,3.75,3.989336,3.953791,4.031991,4.10782,6.5,18.0,25.0,422
Oktoberfest,Lager - Märzen / Oktoberfest,Jacob Leinenkugel Brewing Company,16,22,3,26,36,10,0,9,28,9,65,2.947368,3.410526,3.025,2.953947,3.194737,5.1,18.0,25.0,380
Oktoberfest,Lager - Märzen / Oktoberfest,Left Hand Brewing Company,16,32,22,41,63,5,0,9,58,31,115,3.56229,3.808081,3.680135,3.670034,3.772727,6.6,18.0,25.0,297
Oktoberfest,Lager - Märzen / Oktoberfest,Saint Arnold Brewing Company,11,35,13,27,52,12,2,18,29,2,65,3.560714,3.692857,3.603571,3.653571,3.782143,6.6,18.0,25.0,140
Oktoberfest,Lager - Märzen / Oktoberfest,Sly Fox Brewing Company,19,43,1,36,53,16,0,19,50,6,102,3.596154,3.826923,3.75,3.884615,4.028846,6.1,18.0,25.0,52
Oktoberfest,Lager - Märzen / Oktoberfest,Sprecher Brewing Company,16,38,8,25,73,15,1,20,32,9,106,3.735507,3.778986,3.717391,3.786232,3.902174,6.0,18.0,25.0,138
Oktoberfest,Lager - Märzen / Oktoberfest,Summit Brewing Company,12,37,23,36,73,28,2,28,44,10,91,3.463115,3.727459,3.678279,3.67418,3.696721,6.5,18.0,25.0,244
Oktoberfest,Lager - Märzen / Oktoberfest,Yuengling Brewery,17,28,11,26,52,7,0,13,33,6,82,3.130435,3.586957,3.565217,3.434783,3.456522,5.45,18.0,25.0,23
Oktoberfest,Lager - Vienna,Hinterland Brewery Restaurant,26,61,16,70,35,26,2,22,91,4,112,3.758621,3.758621,3.862069,3.862069,3.965517,6.0,15.0,30.0,29
Oktoberfest,Wheat Beer - American Dark,Schmohz Brewing Company,4,13,0,5,12,14,0,2,3,0,32,3.3,3.2,3.1,3.3,3.3,5.2,10.0,35.0,5
Oktoberfest Bier (Oktoberfest Wiesn),Lager - Märzen / Oktoberfest,Paulaner Brauerei GmbH & Co. KG,40,35,6,41,44,14,7,22,72,12,105,3.669355,3.907258,3.879032,3.854839,4.145161,6.0,18.0,25.0,124
Oktoberfest Lager Beer,Lager - Märzen / Oktoberfest,"Lakefront Brewery, Inc.",16,42,5,25,65,18,6,15,40,14,107,3.263636,3.522727,3.495455,3.386364,3.459091,5.7,18.0,25.0,110
Oktoberfest Märzen,Lager - Märzen / Oktoberfest,Paulaner Brauerei GmbH & Co. KG,27,44,9,40,72,28,1,35,61,10,121,3.712451,3.822628,3.836957,3.911067,4.039526,5.8,18.0,25.0,1012
Oktoberfest Weissbier,Wheat Beer - Hefeweizen,Erdinger Weissbräu,26,38,8,18,30,23,1,35,33,21,68,3.413333,3.753333,3.615556,3.564444,3.731111,5.7,10.0,15.0,225
Ol' Red Cease & Desist Wee Heavy Ale,Scotch Ale / Wee Heavy,Erie Brewing Co.,8,43,38,15,106,29,1,56,30,7,107,3.513889,3.708333,3.462963,3.453704,3.384259,10.1,25.0,35.0,108
Ola Dubh Special Reserve 12,Old Ale,Harviestoun Brewery Ltd.,8,86,65,41,51,7,0,13,16,33,85,4.157509,4.043956,3.996337,4.212454,4.038462,8.0,30.0,65.0,273
Ola Dubh Special Reserve 16,Old Ale,Harviestoun Brewery Ltd.,9,71,49,37,42,8,0,18,11,31,74,4.122768,4.071429,4.013393,4.147321,4.046875,8.0,30.0,65.0,224
Ola Dubh Special Reserve 18,Old Ale,Harviestoun Brewery Ltd.,12,79,49,33,75,12,1,27,11,42,97,4.221429,4.035714,4.021429,4.278571,4.121429,8.0,30.0,65.0,70
Ola Dubh Special Reserve 30,Old Ale,Harviestoun Brewery Ltd.,7,128,72,44,89,13,3,46,29,53,115,4.263415,4.141463,4.236585,4.363415,4.195122,8.0,30.0,65.0,205
Ola Dubh Special Reserve 40,Old Ale,Harviestoun Brewery Ltd.,8,116,71,39,95,16,2,39,26,63,102,4.328125,4.09375,4.208333,4.338542,4.15625,8.0,30.0,65.0,96
Old #38 Stout,Stout - Irish Dry,North Coast Brewing Co.,21,74,10,54,49,6,0,8,35,13,94,3.821739,3.914783,3.711304,3.823478,3.883478,5.4,30.0,40.0,575
Old Abominable,Barleywine - English,Stoudts Brewing Co.,11,51,23,29,114,33,6,53,36,4,91,3.761905,3.936508,3.738095,3.68254,3.801587,9.0,40.0,60.0,63
Old Admiral,Strong Ale - English,Lord Nelson Brewery Hotel,8,46,24,38,67,24,0,16,31,5,97,3.26087,3.652174,3.456522,3.391304,3.282609,6.7,40.0,60.0,23
Old Backus Barleywine,Barleywine - American,Free State Brewing Co.,7,62,45,56,127,39,1,49,62,4,108,4.446429,4.116071,4.410714,4.491071,4.375,10.5,60.0,100.0,56
Old Blarney Barleywine,Barleywine - American,Moylan's Brewery,14,66,38,61,107,39,0,64,69,6,119,3.884783,4.026087,3.936957,3.884783,3.821739,10.0,60.0,100.0,230
Old Brewery BitterSamuel Smith Old Brewery (Tadcaster),Bitter - English,Samuel Smith Old Brewery (Tadcaster),10,91,9,58,62,42,1,41,68,21,75,3.416667,3.866667,3.65,3.733333,3.833333,4.0,20.0,35.0,30
Old Brown Dog,Brown Ale - American,Smuttynose Brewing Company,14,37,9,51,50,5,0,5,58,3,91,3.754854,3.793689,3.823422,3.95267,4.003034,6.7,25.0,45.0,824
Old Chico Crystal Wheat,Wheat Beer - Kristallweizen,Sierra Nevada Brewing Co.,32,41,7,43,16,37,2,40,56,13,81,3.37037,3.666667,3.703704,3.592593,3.666667,4.8,10.0,15.0,27
Old Chub - Scottish Style Ale,Scotch Ale / Wee Heavy,Oskar Blues Grill & Brew,6,57,23,39,78,22,0,35,21,16,104,3.924757,3.937702,3.974515,4.06877,3.955906,8.0,25.0,35.0,1236
Old Crafty Hen,Strong Ale - English,Greene King / Morland Brewery,16,42,36,42,97,47,0,77,67,17,114,3.833333,4.125,3.833333,3.708333,3.75,6.5,40.0,60.0,12
Old Danish Braggot,Braggot,Dansk Mjød A/S,6,70,37,9,169,18,0,22,14,120,119,4.027778,3.75,3.805556,3.833333,3.638889,10.1,20.0,40.0,18
Old East India Pale Ale,IPA - English,Sea Dog Brewing Company,16,39,5,79,56,32,0,36,107,6,69,3.376923,3.684615,3.5,3.473077,3.611538,6.2,35.0,60.0,130
Old Engine Oil Black Ale,Porter - English,Harviestoun Brewery Ltd.,9,130,9,81,85,12,0,16,48,22,154,3.996992,4.099248,4.045865,4.130827,4.052632,6.0,20.0,30.0,665
Old Flame,Old Ale,DuClaw Brewing Company,22,36,24,27,102,48,0,46,23,8,102,3.55,3.8,3.95,3.85,3.65,7.5,30.0,65.0,10
Old Foghorn,Barleywine - English,Anchor Brewing Company,10,62,37,56,116,36,0,82,64,15,110,3.935225,3.882762,3.862955,3.96788,3.853854,10.0,40.0,60.0,934
Old Golden Hen,Bitter - English,Greene King / Morland Brewery,14,41,6,67,48,44,3,72,85,11,69,3.333333,3.333333,3.666667,3.833333,3.5,4.1,20.0,35.0,3
Old Gollywobbler Brown Ale,Mild Ale - English Dark,Sea Dog Brewing Company,6,26,2,21,39,5,0,4,24,5,70,3.692308,3.615385,3.653846,3.807692,3.730769,4.0,20.0,30.0,13
Old Growler,Porter - English,Nethergate Brewery Co. Ltd.,10,82,14,60,59,22,0,31,31,13,141,3.706081,3.804054,3.679054,3.858108,3.878378,5.5,20.0,30.0,148
Old Growth,Sour - Flanders Oud Bruin,Trinity Brewing Company,65,35,15,11,50,230,0,72,4,8,28,3.611111,3.711111,3.344444,3.533333,3.088889,5.5,20.0,25.0,45
Old Horizontal,Barleywine - American,Victory Brewing Company,9,49,45,78,83,36,1,52,97,12,117,4.051918,4.075772,4.084191,4.14406,3.963517,11.0,60.0,100.0,1069
Old Howling Bastard,Barleywine - American,Blue Point Brewing Company,9,59,37,45,100,34,0,44,60,11,115,3.826733,3.955446,3.841584,3.80198,3.717822,10.0,60.0,100.0,101
Old Jubilation,Old Ale,Avery Brewing Company,3,37,27,25,64,10,1,32,22,17,72,3.782303,3.986657,3.86236,3.917837,3.844101,8.3,30.0,65.0,712
Old Leghumper,Porter - American,Thirsty Dog Brewing Company,3,77,8,41,52,5,0,13,13,16,97,3.76,3.828571,3.674286,3.817143,3.851429,5.8,20.0,40.0,350
Old Man Winter,Winter Warmer,Southern Tier Brewing Company,3,31,34,58,38,26,0,29,73,24,82,3.709052,3.880388,3.770474,3.794181,3.798491,7.5,35.0,50.0,464
Old Milwaukee Beer,Lager - Adjunct,Pabst Brewing Company,7,18,3,11,10,3,0,4,17,4,29,2.343882,2.584388,2.508439,2.533755,2.810127,4.6,8.0,18.0,237
Old Milwaukee Light,Lager - Light,Pabst Brewing Company,23,21,4,16,21,8,0,12,20,0,30,2.51,2.54,2.73,2.72,3.05,3.88,8.0,12.0,50
Old Milwaukee Non Alcoholic,Low Alcohol Beer,Pabst Brewing Company,5,28,20,14,17,4,0,1,15,1,44,2.209677,2.709677,2.467742,2.306452,2.629032,0.4,10.0,20.0,31
Old Monk 10000,Lager - Malt Liquor,Mohan Breweries & Distilleries Ltd,15,30,22,13,56,29,0,29,19,13,53,2.370968,2.66129,2.548387,2.209677,2.306452,8.0,10.0,30.0,31
Old Numbskull,Barleywine - American,AleSmith Brewing Company,14,58,36,52,117,29,0,54,67,13,122,4.176471,4.082633,4.137255,4.221289,4.102241,11.0,60.0,100.0,357
Old Numbskull - Bourbon Barrel-Aged,Barleywine - American,AleSmith Brewing Company,9,57,67,26,113,20,0,36,23,25,132,4.34127,4.071429,4.301587,4.349206,4.198413,11.0,60.0,100.0,63
Old Peculier,Old Ale,T & R Theakston Ltd.,10,36,22,40,88,32,2,61,38,9,97,3.845304,3.934622,3.837017,3.984346,4.005525,5.6,30.0,65.0,543
Old Rasputin,Stout - Russian Imperial,North Coast Brewing Co.,11,87,18,68,49,9,0,17,23,11,102,4.29845,4.395349,4.193798,4.352713,4.155039,9.0,50.0,90.0,129
Old Ruffian,Barleywine - American,Great Divide Brewing Company,6,55,31,107,97,27,1,57,120,14,119,4.238552,4.318956,4.231629,4.285942,4.071885,10.2,60.0,100.0,939
Old Ruffian - Barrel-Aged,Barleywine - American,Great Divide Brewing Company,18,67,94,43,134,34,0,57,53,32,132,4.160714,3.845238,3.952381,4.136905,3.97619,12.7,60.0,100.0,84
Old Slug Porter,Porter - English,RCH Brewery,18,117,14,60,75,27,0,33,29,10,127,3.676471,4.014706,3.553922,3.77451,3.848039,4.5,20.0,30.0,102
Old Sol Wheatwine Ale,Wheat Beer - Wheatwine,Big Time Brewery & Alehouse,11,65,49,29,98,59,0,88,36,11,83,4.026316,4.105263,4.052632,4.105263,3.973684,10.0,45.0,85.0,19
Old Speckled Hen,Pale Ale - English,Greene King / Morland Brewery,21,48,21,56,66,30,0,34,78,13,102,3.324943,3.858124,3.508581,3.451373,3.599542,5.0,20.0,40.0,874
Old Stock Ale,Old Ale,North Coast Brewing Co.,13,40,34,37,96,27,1,51,38,19,87,4.114355,3.964315,4.069749,4.165856,3.895783,12.0,30.0,65.0,1233
Old Stock Cellar Reserve (Aged In Bourbon Barrels),Old Ale,North Coast Brewing Co.,8,61,79,35,106,15,0,38,7,21,128,4.419048,3.919048,4.059524,4.416667,4.195238,13.16,30.0,65.0,210
Old Style,Lager - Adjunct,Pabst Brewing Company,13,25,12,20,16,9,0,2,25,4,34,2.701149,2.864943,2.948276,2.977011,3.324713,4.64,8.0,18.0,174
Old Thumper,Bitter - English Extra Special / Strong Bitter (ESB),Shipyard Brewing Co.,12,27,19,57,75,29,0,35,75,5,102,3.565574,3.729508,3.68306,3.741803,3.754098,5.6,20.0,40.0,366
Old Woody,Old Ale,Fish Brewing Company / Fishbowl Brewpub,15,73,55,40,111,33,0,60,59,18,88,4.035,3.88,4.06,4.115,4.02,10.0,30.0,65.0,100
Old-Style Porter,Porter - English,St. Peter's Brewery Co Ltd,9,91,13,59,62,14,0,20,43,19,100,3.770235,3.800261,3.668407,3.860313,3.891645,5.1,20.0,30.0,383
Olde Bluehair Barley Wine,Barleywine - American,Big Sky Brewing Company,10,53,63,53,71,22,1,32,56,23,114,3.979452,3.986301,3.876712,4.068493,3.917808,12.0,60.0,100.0,73
Olde English 800,Lager - Malt Liquor,Miller Brewing Co.,10,24,15,18,30,7,4,3,38,4,79,1.983456,2.542279,2.303309,2.207721,2.455882,5.9,10.0,30.0,272
Olde English 800 High Gravity,Lager - Malt Liquor,Miller Brewing Co.,9,19,32,13,40,12,0,10,16,0,43,2.12766,2.723404,2.37234,2.361702,2.382979,8.0,10.0,30.0,47
Olde GnarlyWine,Barleywine - American,Lagunitas Brewing Company,14,49,44,47,74,28,0,43,68,17,89,4.052373,4.143208,4.082651,4.12766,4.016367,10.9,60.0,100.0,611
Olde Ore Dock Scottish Ale,Scottish Ale,Keweenaw Brewing Company,22,45,21,20,85,27,1,24,33,14,86,3.346154,3.615385,3.461538,3.230769,3.307692,5.0,9.0,25.0,13
Olde School Barleywine,Barleywine - American,Dogfish Head Brewery,20,55,82,56,170,30,0,107,43,13,62,3.902411,3.932262,3.901837,3.931688,3.704363,15.0,60.0,100.0,871
Olde Suffolk English (Strong Suffolk Vintage) Ale,Old Ale,Greene King / Morland Brewery,16,57,14,31,118,31,0,66,34,27,131,3.935764,3.928819,3.935764,4.09375,4.039931,6.0,30.0,65.0,288
Olimpia Kvas,Kvass,SP Etrus,0,1,0,0,0,1,0,1,0,0,0,3.0,3.25,3.0,3.75,3.5,1.5,0.0,0.0,2
Oliver's Dark Horse,Mild Ale - English Dark,Pratt Street Ale House,4,33,4,22,25,1,0,1,19,13,48,3.227273,3.818182,3.227273,3.272727,3.590909,4.0,20.0,30.0,11
One Oatmeal Stout,Stout - Oatmeal,Dark Horse Brewing Company,10,89,10,59,40,3,0,5,23,12,118,3.793846,3.887692,3.815385,3.826154,3.824615,7.0,20.0,40.0,325
Op & Top,Bitter - English,Brouwerij De Molen,19,38,8,70,55,72,0,81,112,7,55,3.75,3.785714,3.428571,3.714286,3.785714,4.5,20.0,35.0,14
Opal,Farmhouse Ale - Saison,Firestone Walker Brewing Co.,23,30,14,49,41,78,2,75,82,50,45,4.5625,4.375,4.25,4.375,4.125,7.5,20.0,38.0,8
Orange Avenue Wit,Wheat Beer - Witbier,Coronado Brewing Company,14,30,8,23,52,82,0,97,41,22,69,3.488372,3.604651,3.639535,3.55814,3.627907,5.2,10.0,20.0,43
Orange Blossom Cream Ale,Fruit and Field Beer,Buffalo Bill's Brewery,12,27,8,28,46,86,0,86,35,5,30,3.21021,3.013514,2.953453,2.93994,2.98048,5.2,5.0,45.0,333
Orange Blossom Pilsner,Lager - American,Orange Blossom Pilsner LLC,31,23,18,17,84,52,1,46,41,3,78,2.848684,3.065789,2.934211,2.796053,2.940789,5.5,30.0,45.0,76
Orange Blossom Pilsner² (Squared),Pilsner - Imperial,Thomas Creek Brewery,16,44,57,19,124,49,0,60,32,7,97,3.454545,3.481818,3.463636,3.427273,3.281818,11.0,30.0,65.0,55
Oranjeboom Premium Lager,Lager - European Pale,Oranjeboom Bierbrouwerij B. V.,32,28,8,33,18,27,2,28,52,12,65,2.726619,3.086331,2.902878,2.820144,3.064748,5.0,18.0,25.0,139
Organic Beer Shinshu Sansan,Lager - Japanese Rice,Yo-Ho Brewing Company,7,7,0,10,16,8,0,9,15,1,18,3.333333,3.0,3.0,3.0,3.5,5.0,6.0,18.0,6
Organic Münster Alt,Altbier,Brauerei Pinkus Mueller,35,31,5,35,50,55,5,52,66,8,77,3.534694,3.528571,3.608163,3.587755,3.767347,5.1,25.0,50.0,245
Organic Pale AleSamuel Smith Old Brewery (Tadcaster),Pale Ale - English,Samuel Smith Old Brewery (Tadcaster),11,30,5,31,42,18,1,26,41,4,72,3.665644,3.93865,3.820552,3.852761,3.977761,5.0,20.0,40.0,652
Organic Pinkus Jubilate,Lager - Munich Dunkel,Brauerei Pinkus Mueller,19,53,13,37,83,33,2,30,45,7,123,3.576389,3.868056,3.576389,3.520833,3.715278,5.5,15.0,25.0,72
Organic Ur Pils,Pilsner - German,Brauerei Pinkus Mueller,42,36,12,42,38,31,10,28,91,11,95,3.67907,3.669767,3.765116,3.767442,3.904651,5.2,25.0,40.0,215
Original,Lager - Adjunct,Jacob Leinenkugel Brewing Company,17,28,4,29,24,9,4,5,42,3,43,2.742424,3.060606,2.960606,2.978788,3.275758,4.6,8.0,18.0,165
Original Alkoholfrei,Low Alcohol Beer,Bayerische Staatsbrauerei Weihenstephan,16,16,13,18,19,9,6,6,42,4,55,3.5,4.0,3.5,2.5,3.0,0.4,10.0,20.0,1
Original Flag Porter,Porter - English,Darwin Brewery Ltd.,15,84,8,55,65,15,0,19,35,9,119,3.872781,3.807692,3.754438,3.863905,4.0,5.0,20.0,30.0,169
Original Helles,Lager - Helles,Bayerische Staatsbrauerei Weihenstephan,30,32,7,37,24,8,2,7,65,17,60,3.741405,3.870703,3.926009,3.996263,4.196562,5.1,18.0,25.0,669
Original Honey Brown Extra Rich Lager (Beer Brewed With Honey),Lager - American Amber / Red,Genesee Brewing Co. / Dundee Brewing Co.,6,25,2,7,58,4,0,3,8,1,63,2.937117,3.141871,3.049847,3.081288,3.316718,4.5,18.0,30.0,652
Original Münchner Dunkel,Lager - Munich Dunkel,Paulaner Brauerei GmbH & Co. KG,13,57,7,35,78,6,0,9,28,8,121,3.578947,3.684211,3.552632,3.684211,3.605263,5.0,15.0,25.0,19
Original Oak Aged Beer,Scottish Ale,Innis & Gunn,2,24,27,11,26,4,0,7,14,17,47,3.788158,3.776316,3.736842,3.860526,3.707895,6.6,9.0,25.0,380
Original Organic Lager,Lager - European Pale,Mill Street Brew Pub,38,28,4,27,16,13,5,10,54,4,57,2.919753,3.154321,3.253086,3.117284,3.444444,4.2,18.0,25.0,81
Original Pale Ale,Pale Ale - English,Coopers Brewery Limited,9,20,3,37,19,21,0,17,66,4,37,3.04023,3.214559,3.166667,3.137931,3.350575,4.5,20.0,40.0,261
Original Sarah Hughes Dark Ruby MildBeacon Hotel (Sarah Hughes Brewery),Mild Ale - English Dark,Beacon Hotel (Sarah Hughes Brewery),7,49,5,21,83,55,0,69,14,14,50,3.636364,3.636364,3.454545,3.704545,3.477273,6.0,20.0,30.0,22
Orion Mugi Shokunin,Happoshu,"Orion Beer Co., Ltd.",3,7,1,9,8,1,0,1,10,0,10,3.0,3.5,3.0,3.0,3.0,5.5,0.0,0.0,1
Orion Nangoku Monogatari,Happoshu,"Orion Beer Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,3.5,3.0,3.0,2.5,3.0,5.5,0.0,0.0,1
Orion Premium Draft Beer,Lager - Japanese Rice,"Orion Beer Co., Ltd.",38,32,6,28,28,10,2,14,42,4,74,2.593333,2.893333,2.9,2.893333,3.226667,4.7,6.0,18.0,75
Orion Southern Star,Happoshu,"Orion Beer Co., Ltd.",0,4,2,3,3,3,0,4,4,1,3,2.5,2.5,2.75,2.75,2.5,5.5,0.0,0.0,2
Orkiszowe,Rye Beer - Roggenbier,Browar Kormoran,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,3.0,5.1,10.0,20.0,1
Ornery Amber,Lager - American Amber / Red,Tommyknocker Brewery,13,35,7,40,82,42,0,45,45,5,99,3.125698,3.346369,3.150838,3.094972,3.256983,5.4,18.0,30.0,179
Oro De Calabaza,Farmhouse Ale - Bière de Garde,Jolly Pumpkin Artisan Ales,25,31,12,9,55,143,0,101,20,35,15,4.110124,4.190053,3.996448,4.142984,4.066607,8.0,20.0,30.0,563
Orval Trappist Ale,Pale Ale - Belgian,Brasserie d'Orval S.A.,23,23,17,39,38,70,0,39,56,24,23,4.184471,4.364513,4.068786,4.153205,4.100313,6.9,20.0,30.0,1919
